Sample,TMS,TDI,TDO,TRST,HALT
2225,0,1,0,1,1
2226,0,0,0,1,1
2227,0,0,0,1,1
2228,0,0,1,1,1
2229,0,0,1,1,1
2230,0,0,0,1,1
2231,0,0,0,1,1
2232,0,0,0,1,1
2233,0,0,0,1,1
2234,0,0,0,1,1
2235,0,1,0,1,1
2236,0,1,0,1,1
2237,0,1,0,1,1
2238,0,0,0,1,1
2239,0,0,0,1,1
2240,0,1,0,1,1
2241,1,1,0,1,1
2242,1,1,0,1,1
2243,0,1,0,1,1
2244,1,0,0,1,1
2245,0,0,0,1,1
2246,0,0,0,1,1
2247,0,0,0,1,1
2248,0,0,1,1,1
2249,0,0,0,1,1
2250,0,0,0,1,1
2251,0,0,0,1,1
2252,0,0,0,1,1
2253,0,0,0,1,1
2254,0,0,0,1,1
2255,0,0,0,1,1
2256,0,0,0,1,1
2257,0,0,0,1,1
2258,0,0,0,1,1
2259,0,0,0,1,1
2260,0,0,0,1,1
2261,0,0,0,1,1
2262,0,0,0,1,1
2263,0,0,0,1,1
2264,0,0,0,1,1
2265,0,0,0,1,1
2266,0,0,1,1,1
2267,0,0,1,1,1
2268,0,0,0,1,1
2269,0,0,0,1,1
2270,0,0,0,1,1
2271,0,0,0,1,1
2272,0,0,0,1,1
2273,0,0,0,1,1
2274,0,1,0,1,1
2275,0,1,0,1,1
2276,0,1,0,1,1
2277,0,0,0,1,1
2278,0,0,0,1,1
2279,1,1,0,1,1
2280,1,1,0,1,1
2281,0,1,0,1,1
2282,1,0,0,1,1
2283,0,0,0,1,1
2284,0,0,0,1,1
2285,0,1,0,1,1
2286,0,0,0,1,1
2287,0,0,0,1,1
2288,0,0,0,1,1
2289,0,0,0,1,1
2290,0,0,0,1,1
2291,0,0,0,1,1
2292,0,0,0,1,1
2293,0,0,0,1,1
2294,0,0,0,1,1
2295,0,0,0,1,1
2296,0,0,0,1,1
2297,0,0,0,1,1
2298,0,0,0,1,1
2299,0,0,0,1,1
2300,0,0,0,1,1
2301,0,1,0,1,1
2302,0,0,0,1,1
2303,0,0,0,1,1
2304,0,0,1,1,1
2305,0,0,1,1,1
2306,0,0,0,1,1
2307,0,0,0,1,1
2308,0,0,0,1,1
2309,0,0,0,1,1
2310,0,0,0,1,1
2311,0,1,0,1,1
2312,0,1,0,1,1
2313,0,1,0,1,1
2314,0,0,0,1,1
2315,0,0,0,1,1
2316,0,1,0,1,1
2317,1,1,0,1,1
2318,1,1,0,1,1
2319,0,1,0,1,1
2320,1,0,0,1,1
2321,0,0,0,1,1
2322,0,0,0,1,1
2323,0,0,0,1,1
2324,0,0,1,1,1
2325,0,0,0,1,1
2326,0,0,0,1,1
2327,0,0,0,1,1
2328,0,0,0,1,1
2329,0,0,0,1,1
2330,0,0,0,1,1
2331,0,0,0,1,1
2332,0,0,0,1,1
2333,0,0,0,1,1
2334,0,0,0,1,1
2335,0,0,0,1,1
2336,0,0,0,1,1
2337,0,0,0,1,1
2338,0,0,0,1,1
2339,0,0,0,1,1
2340,0,0,0,1,1
2341,0,0,0,1,1
2342,0,0,1,1,1
2343,0,0,1,1,1
2344,0,0,0,1,1
2345,0,0,0,1,1
2346,0,0,0,1,1
2347,0,0,0,1,1
2348,0,0,0,1,1
2349,0,0,0,1,1
2350,0,1,0,1,1
2351,0,1,0,1,1
2352,0,1,0,1,1
2353,0,0,0,1,1
2354,0,0,0,1,1
2355,1,1,0,1,1
2356,1,1,0,1,1
2357,0,1,0,1,1
2358,1,0,0,1,1
2359,0,0,0,1,1
2360,0,0,0,1,1
2361,0,1,0,1,1
2362,0,0,0,1,1
2363,0,0,0,1,1
2364,0,0,0,1,1
2365,0,0,0,1,1
2366,0,0,0,1,1
2367,0,0,0,1,1
2368,0,0,0,1,1
2369,0,0,0,1,1
2370,0,0,0,1,1
2371,0,0,0,1,1
2372,0,0,0,1,1
2373,0,0,0,1,1
2374,0,0,0,1,1
2375,0,0,0,1,1
2376,0,0,0,1,1
2377,0,1,0,1,1
2378,0,0,0,1,1
2379,0,0,0,1,1
2380,0,0,1,1,1
2381,0,0,1,1,1
2382,0,0,0,1,1
2383,0,0,0,1,1
2384,0,0,0,1,1
2385,0,0,0,1,1
2386,0,0,0,1,1
2387,0,1,0,1,1
2388,0,1,0,1,1
2389,0,1,0,1,1
2390,0,0,0,1,1
2391,0,0,0,1,1
2392,0,1,0,1,1
2393,1,1,0,1,1
2394,1,1,0,1,1
2395,0,1,0,1,1
2396,0,0,0,1,1
2397,1,0,0,1,1
2398,1,0,0,1,1
2399,0,0,0,1,1
2400,0,0,0,1,1
2401,0,0,1,1,1
2402,0,0,0,1,1
2403,0,1,0,1,1
2404,0,0,0,1,1
2405,0,1,0,1,1
2406,0,1,0,1,1
2407,0,0,0,1,1
2408,1,1,0,1,1
2409,1,1,0,1,1
2410,0,1,0,1,1
2411,1,0,0,1,1
2412,0,0,0,1,1
2413,0,0,0,1,1
2414,0,0,0,1,1
2415,0,0,1,1,1
2416,0,0,1,1,1
2417,0,0,1,1,1
2418,0,0,1,1,1
2419,0,0,1,1,1
2420,0,0,1,1,1
2421,0,0,1,1,1
2422,0,0,1,1,1
2423,0,0,1,1,1
2424,0,0,1,1,1
2425,0,0,1,1,1
2426,0,0,1,1,1
2427,0,0,1,1,1
2428,0,0,1,1,1
2429,0,0,1,1,1
2430,0,0,1,1,1
2431,0,0,1,1,1
2432,0,0,1,1,1
2433,0,0,1,1,1
2434,0,0,1,1,1
2435,0,0,1,1,1
2436,0,0,1,1,1
2437,0,0,1,1,1
2438,0,0,1,1,1
2439,0,0,1,1,1
2440,0,0,1,1,1
2441,0,0,1,1,1
2442,0,0,1,1,1
2443,0,0,1,1,1
2444,0,0,1,1,1
2445,0,0,1,1,1
2446,1,1,0,1,1
2447,1,1,0,1,1
2448,0,1,0,1,1
2449,0,0,0,1,1
2450,1,0,0,1,1
2451,1,0,0,1,1
2452,0,0,0,1,1
2453,0,0,0,1,1
2454,0,0,1,1,1
2455,0,0,0,1,1
2456,0,1,0,1,1
2457,0,0,0,1,1
2458,0,1,0,1,1
2459,0,1,0,1,1
2460,0,1,0,1,1
2461,1,0,0,1,1
2462,1,0,0,1,1
2463,0,0,0,1,1
2464,1,0,0,1,1
2465,0,0,0,1,1
2466,0,0,0,1,1
2467,0,0,0,1,1
2468,0,1,1,1,1
2469,0,1,0,1,1
2470,0,0,0,1,1
2471,0,0,0,1,1
2472,0,1,0,1,1
2473,0,0,0,1,1
2474,0,1,0,1,1
2475,0,0,0,1,1
2476,0,1,0,1,1
2477,0,0,0,1,1
2478,0,1,0,1,1
2479,0,1,0,1,1
2480,0,1,0,1,1
2481,0,1,0,1,1
2482,0,1,0,1,1
2483,0,1,0,1,1
2484,0,1,0,1,1
2485,0,0,0,1,1
2486,0,0,1,1,1
2487,0,1,1,1,1
2488,0,0,0,1,1
2489,0,0,0,1,1
2490,0,0,0,1,1
2491,0,0,0,1,1
2492,0,0,0,1,1
2493,0,1,0,1,1
2494,0,1,0,1,1
2495,0,1,0,1,1
2496,0,1,0,1,1
2497,0,1,0,1,1
2498,0,0,0,1,1
2499,1,1,0,1,1
2500,1,1,0,1,1
2501,0,1,0,1,1
2502,0,0,0,1,1
2503,1,0,0,1,1
2504,1,0,0,1,1
2505,0,0,0,1,1
2506,0,0,0,1,1
2507,0,0,1,1,1
2508,0,0,0,1,1
2509,0,1,0,1,1
2510,0,0,0,1,1
2511,0,1,0,1,1
2512,0,1,0,1,1
2513,0,0,0,1,1
2514,1,1,0,1,1
2515,1,1,0,1,1
2516,0,1,0,1,1
2517,1,0,0,1,1
2518,0,0,0,1,1
2519,0,0,0,1,1
2520,0,0,0,1,1
2521,0,0,0,1,1
2522,0,0,0,1,1
2523,0,0,0,1,1
2524,0,0,0,1,1
2525,0,0,0,1,1
2526,0,0,0,1,1
2527,0,0,0,1,1
2528,0,0,0,1,1
2529,0,0,0,1,1
2530,0,0,0,1,1
2531,0,0,0,1,1
2532,0,0,0,1,1
2533,0,0,0,1,1
2534,0,0,0,1,1
2535,0,0,0,1,1
2536,0,0,0,1,1
2537,0,0,0,1,1
2538,0,1,0,1,1
2539,0,0,0,1,1
2540,0,0,0,1,1
2541,0,0,0,1,1
2542,0,0,0,1,1
2543,0,0,0,1,1
2544,0,1,0,1,1
2545,0,0,0,1,1
2546,0,0,0,1,1
2547,0,0,0,1,1
2548,0,0,0,1,1
2549,0,0,0,1,1
2550,0,0,0,1,1
2551,0,0,0,1,1
2552,1,1,0,1,1
2553,1,1,0,1,1
2554,0,1,0,1,1
2555,0,0,0,1,1
2556,1,0,0,1,1
2557,1,0,0,1,1
2558,0,0,0,1,1
2559,0,0,0,1,1
2560,0,0,1,1,1
2561,0,0,0,1,1
2562,0,1,0,1,1
2563,0,0,0,1,1
2564,0,1,0,1,1
2565,0,1,0,1,1
2566,0,1,0,1,1
2567,1,0,0,1,1
2568,1,0,0,1,1
2569,0,0,0,1,1
2570,1,0,0,1,1
2571,0,0,0,1,1
2572,0,0,0,1,1
2573,0,0,0,1,1
2574,0,1,0,1,1
2575,0,1,0,1,1
2576,0,0,0,1,1
2577,0,0,0,1,1
2578,0,1,0,1,1
2579,0,0,0,1,1
2580,0,1,0,1,1
2581,0,0,0,1,1
2582,0,1,0,1,1
2583,0,0,0,1,1
2584,0,1,0,1,1
2585,0,1,0,1,1
2586,0,1,0,1,1
2587,0,1,0,1,1
2588,0,1,0,1,1
2589,0,1,0,1,1
2590,0,1,0,1,1
2591,0,0,0,1,1
2592,0,0,1,1,1
2593,0,1,1,1,1
2594,0,1,0,1,1
2595,0,0,0,1,1
2596,0,0,0,1,1
2597,0,0,0,1,1
2598,0,0,0,1,1
2599,0,1,0,1,1
2600,0,1,0,1,1
2601,0,1,0,1,1
2602,0,1,0,1,1
2603,0,1,0,1,1
2604,0,0,0,1,1
2605,1,1,0,1,1
2606,1,1,0,1,1
2607,0,1,0,1,1
2608,0,0,0,1,1
2609,1,0,0,1,1
2610,1,0,0,1,1
2611,0,0,0,1,1
2612,0,0,0,1,1
2613,0,0,1,1,1
2614,0,0,0,1,1
2615,0,1,0,1,1
2616,0,0,0,1,1
2617,0,1,0,1,1
2618,0,1,0,1,1
2619,0,1,0,1,1
2620,1,0,0,1,1
2621,1,0,0,1,1
2622,0,0,0,1,1
2623,1,0,0,1,1
2624,0,0,0,1,1
2625,0,0,0,1,1
2626,0,0,0,1,1
2627,0,0,1,1,1
2628,0,1,0,1,1
2629,0,1,0,1,1
2630,0,0,0,1,1
2631,0,1,0,1,1
2632,0,0,0,1,1
2633,0,0,0,1,1
2634,0,1,0,1,1
2635,0,0,0,1,1
2636,0,0,0,1,1
2637,0,0,0,1,1
2638,0,0,0,1,1
2639,0,0,0,1,1
2640,0,0,0,1,1
2641,0,0,0,1,1
2642,0,0,0,1,1
2643,0,0,0,1,1
2644,0,0,0,1,1
2645,0,0,1,1,1
2646,0,0,1,1,1
2647,0,0,0,1,1
2648,0,0,0,1,1
2649,0,0,0,1,1
2650,0,0,0,1,1
2651,0,0,0,1,1
2652,0,1,0,1,1
2653,0,1,0,1,1
2654,0,0,0,1,1
2655,0,0,0,1,1
2656,0,1,0,1,1
2657,0,0,0,1,1
2658,1,1,0,1,1
2659,1,1,0,1,1
2660,0,1,0,1,1
2661,0,0,0,1,1
2662,1,0,0,1,1
2663,1,0,0,1,1
2664,0,0,0,1,1
2665,0,0,0,1,1
2666,0,0,1,1,1
2667,0,0,0,1,1
2668,0,1,0,1,1
2669,0,0,0,1,1
2670,0,1,0,1,1
2671,0,1,0,1,1
2672,0,1,0,1,1
2673,1,0,0,1,1
2674,1,0,0,1,1
2675,0,0,0,1,1
2676,1,0,0,1,1
2677,0,0,0,1,1
2678,0,0,0,1,1
2679,0,0,0,1,1
2680,0,1,0,1,1
2681,0,1,0,1,1
2682,0,0,0,1,1
2683,0,0,0,1,1
2684,0,1,0,1,1
2685,0,0,0,1,1
2686,0,1,0,1,1
2687,0,1,0,1,1
2688,0,1,0,1,1
2689,0,0,0,1,1
2690,0,1,0,1,1
2691,0,1,0,1,1
2692,0,1,0,1,1
2693,0,1,0,1,1
2694,0,1,0,1,1
2695,0,1,0,1,1
2696,0,1,0,1,1
2697,0,0,0,1,1
2698,0,0,1,1,1
2699,0,1,1,1,1
2700,0,1,0,1,1
2701,0,0,0,1,1
2702,0,0,0,1,1
2703,0,0,0,1,1
2704,0,0,0,1,1
2705,0,1,0,1,1
2706,0,1,0,1,1
2707,0,1,0,1,1
2708,0,1,0,1,1
2709,0,1,0,1,1
2710,1,0,0,1,1
2711,0,0,0,1,1
2712,1,0,0,1,1
2713,0,0,0,1,1
2714,1,1,0,1,1
2715,1,1,0,1,1
2716,0,1,0,1,1
2717,1,0,0,1,1
2718,0,0,0,1,1
2719,0,0,0,1,1
2720,0,0,1,1,1
2721,0,1,0,1,1
2722,0,1,0,1,1
2723,0,0,0,1,1
2724,0,0,0,1,1
2725,0,1,0,1,1
2726,0,0,0,1,1
2727,0,1,0,1,1
2728,0,1,0,1,1
2729,0,1,0,1,1
2730,0,0,0,1,1
2731,0,1,0,1,1
2732,0,1,0,1,1
2733,0,1,0,1,1
2734,0,1,0,1,1
2735,0,1,0,1,1
2736,0,1,0,1,1
2737,0,1,0,1,1
2738,0,0,0,1,1
2739,0,0,0,1,1
2740,0,1,0,1,1
2741,0,1,0,1,1
2742,0,0,0,1,1
2743,0,0,0,1,1
2744,0,0,0,1,1
2745,0,0,0,1,1
2746,0,1,0,1,1
2747,0,1,0,1,1
2748,0,1,0,1,1
2749,0,1,0,1,1
2750,0,1,0,1,1
2751,1,0,0,1,1
2752,0,0,0,1,1
2753,1,0,0,1,1
2754,0,0,0,1,1
2755,1,1,0,1,1
2756,1,1,0,1,1
2757,0,1,0,1,1
2758,0,0,0,1,1
2759,1,0,0,1,1
2760,1,0,0,1,1
2761,0,0,0,1,1
2762,0,0,0,1,1
2763,0,0,1,1,1
2764,0,0,0,1,1
2765,0,1,0,1,1
2766,0,0,0,1,1
2767,0,1,0,1,1
2768,0,1,0,1,1
2769,0,0,0,1,1
2770,1,1,0,1,1
2771,1,1,0,1,1
2772,0,1,0,1,1
2773,1,0,0,1,1
2774,0,0,0,1,1
2775,0,0,0,1,1
2776,0,0,0,1,1
2777,0,0,1,1,1
2778,0,1,1,1,1
2779,0,0,1,1,1
2780,0,1,1,1,1
2781,0,1,1,1,1
2782,0,0,1,1,1
2783,0,1,1,1,1
2784,0,0,1,1,1
2785,0,0,1,1,1
2786,0,0,1,1,1
2787,0,0,1,1,1
2788,0,0,1,1,1
2789,0,0,1,1,1
2790,0,0,1,1,1
2791,0,0,1,1,1
2792,0,0,1,1,1
2793,0,0,1,1,1
2794,0,0,1,1,1
2795,0,0,1,1,1
2796,0,0,1,1,1
2797,0,0,1,1,1
2798,0,0,1,1,1
2799,0,0,1,1,1
2800,0,0,1,1,1
2801,0,0,1,1,1
2802,0,0,1,1,1
2803,0,0,1,1,1
2804,0,0,1,1,1
2805,0,0,1,1,1
2806,0,0,1,1,1
2807,0,0,1,1,1
2808,1,0,0,1,1
2809,1,0,0,1,1
2810,0,0,0,1,1
2811,0,0,0,1,1
2812,1,0,0,1,1
2813,1,0,0,1,1
2814,0,0,0,1,1
2815,0,0,0,1,1
2816,0,0,1,1,1
2817,0,0,0,1,1
2818,0,1,0,1,1
2819,0,0,0,1,1
2820,0,1,0,1,1
2821,0,1,0,1,1
2822,0,0,0,1,1
2823,1,1,0,1,1
2824,1,1,0,1,1
2825,0,1,0,1,1
2826,1,0,0,1,1
2827,0,0,0,1,1
2828,0,0,0,1,1
2829,0,0,0,1,1
2830,0,0,1,1,1
2831,0,0,1,1,1
2832,0,0,1,1,1
2833,0,0,1,1,1
2834,0,0,1,1,1
2835,0,0,1,1,1
2836,0,0,1,1,1
2837,0,0,1,1,1
2838,0,0,1,1,1
2839,0,0,1,1,1
2840,0,0,1,1,1
2841,0,0,1,1,1
2842,0,0,1,1,1
2843,0,0,1,1,1
2844,0,0,1,1,1
2845,0,0,1,1,1
2846,0,0,1,1,1
2847,0,0,1,1,1
2848,0,0,1,1,1
2849,0,0,1,1,1
2850,0,0,1,1,1
2851,0,0,1,1,1
2852,0,0,1,1,1
2853,0,0,1,1,1
2854,0,0,1,1,1
2855,0,0,1,1,1
2856,0,0,1,1,1
2857,0,0,1,1,1
2858,0,0,1,1,1
2859,0,0,1,1,1
2860,0,0,1,1,1
2861,1,1,0,1,1
2862,1,1,0,1,1
2863,0,1,0,1,1
2864,0,0,0,1,1
2865,1,0,0,1,1
2866,1,0,0,1,1
2867,0,0,0,1,1
2868,0,0,0,1,1
2869,0,0,1,1,1
2870,0,0,0,1,1
2871,0,1,0,1,1
2872,0,0,0,1,1
2873,0,1,0,1,1
2874,0,1,0,1,1
2875,0,1,0,1,1
2876,1,0,0,1,1
2877,1,0,0,1,1
2878,0,0,0,1,1
2879,1,0,0,1,1
2880,0,0,0,1,1
2881,0,0,0,1,1
2882,0,0,1,1,1
2883,0,1,0,1,1
2884,0,1,0,1,1
2885,0,0,0,1,1
2886,0,0,0,1,1
2887,0,1,0,1,1
2888,0,0,0,1,1
2889,0,1,0,1,1
2890,0,0,0,1,1
2891,0,1,0,1,1
2892,0,0,0,1,1
2893,0,1,0,1,1
2894,0,1,0,1,1
2895,0,1,0,1,1
2896,0,1,0,1,1
2897,0,1,0,1,1
2898,0,1,0,1,1
2899,0,1,0,1,1
2900,0,0,0,1,1
2901,0,0,0,1,1
2902,0,1,0,1,1
2903,0,1,0,1,1
2904,0,0,0,1,1
2905,0,0,0,1,1
2906,0,0,0,1,1
2907,0,0,0,1,1
2908,0,1,0,1,1
2909,0,1,0,1,1
2910,0,1,0,1,1
2911,0,1,0,1,1
2912,0,1,0,1,1
2913,0,0,0,1,1
2914,1,1,0,1,1
2915,1,1,0,1,1
2916,0,1,0,1,1
2917,0,0,0,1,1
2918,1,0,0,1,1
2919,1,0,0,1,1
2920,0,0,0,1,1
2921,0,0,0,1,1
2922,0,0,1,1,1
2923,0,0,0,1,1
2924,0,1,0,1,1
2925,0,0,0,1,1
2926,0,1,0,1,1
2927,0,1,0,1,1
2928,0,1,0,1,1
2929,1,0,0,1,1
2930,1,0,0,1,1
2931,0,0,0,1,1
2932,1,0,0,1,1
2933,0,0,0,1,1
2934,0,0,0,1,1
2935,0,0,0,1,1
2936,0,0,0,1,1
2937,0,1,0,1,1
2938,0,0,0,1,1
2939,0,0,0,1,1
2940,0,1,0,1,1
2941,0,0,0,1,1
2942,0,0,0,1,1
2943,0,1,0,1,1
2944,0,0,0,1,1
2945,0,0,0,1,1
2946,0,0,0,1,1
2947,0,0,0,1,1
2948,0,0,0,1,1
2949,0,0,0,1,1
2950,0,0,0,1,1
2951,0,0,0,1,1
2952,0,0,0,1,1
2953,0,0,0,1,1
2954,0,0,0,1,1
2955,0,0,1,1,1
2956,0,1,0,1,1
2957,0,0,0,1,1
2958,0,0,0,1,1
2959,0,0,0,1,1
2960,0,0,0,1,1
2961,0,1,0,1,1
2962,0,1,0,1,1
2963,0,1,0,1,1
2964,0,1,0,1,1
2965,0,1,0,1,1
2966,0,0,0,1,1
2967,1,1,0,1,1
2968,1,1,0,1,1
2969,0,1,0,1,1
2970,0,0,0,1,1
2971,1,0,0,1,1
2972,1,0,0,1,1
2973,0,0,0,1,1
2974,0,0,0,1,1
2975,0,0,1,1,1
2976,0,0,0,1,1
2977,0,1,0,1,1
2978,0,0,0,1,1
2979,0,1,0,1,1
2980,0,1,0,1,1
2981,0,0,0,1,1
2982,1,1,0,1,1
2983,1,1,0,1,1
2984,0,1,0,1,1
2985,1,0,0,1,1
2986,0,0,0,1,1
2987,0,0,0,1,1
2988,0,0,0,1,1
2989,0,1,0,1,1
2990,0,1,0,1,1
2991,0,1,0,1,1
2992,0,1,0,1,1
2993,0,1,0,1,1
2994,0,1,0,1,1
2995,0,1,0,1,1
2996,0,1,0,1,1
2997,0,1,0,1,1
2998,0,1,0,1,1
2999,0,1,0,1,1
3000,0,1,0,1,1
3001,0,1,0,1,1
3002,0,1,0,1,1
3003,0,1,0,1,1
3004,0,1,0,1,1
3005,0,1,0,1,1
3006,0,1,0,1,1
3007,0,1,0,1,1
3008,0,1,0,1,1
3009,0,1,0,1,1
3010,0,1,0,1,1
3011,0,1,0,1,1
3012,0,1,0,1,1
3013,0,1,0,1,1
3014,0,1,0,1,1
3015,0,1,0,1,1
3016,0,1,0,1,1
3017,0,1,0,1,1
3018,0,1,0,1,1
3019,0,1,0,1,1
3020,1,1,0,1,1
3021,1,1,0,1,1
3022,0,1,0,1,1
3023,0,0,0,1,1
3024,1,0,0,1,1
3025,1,0,0,1,1
3026,0,0,0,1,1
3027,0,0,0,1,1
3028,0,0,1,1,1
3029,0,0,0,1,1
3030,0,1,0,1,1
3031,0,0,0,1,1
3032,0,1,0,1,1
3033,0,1,0,1,1
3034,0,1,0,1,1
3035,1,0,0,1,1
3036,1,0,0,1,1
3037,0,0,0,1,1
3038,1,0,0,1,1
3039,0,0,0,1,1
3040,0,0,0,1,1
3041,0,0,0,1,1
3042,0,1,0,1,1
3043,0,1,0,1,1
3044,0,0,0,1,1
3045,0,0,0,1,1
3046,0,1,0,1,1
3047,0,0,0,1,1
3048,0,1,0,1,1
3049,0,0,0,1,1
3050,0,1,0,1,1
3051,0,0,0,1,1
3052,0,1,0,1,1
3053,0,1,0,1,1
3054,0,1,0,1,1
3055,0,1,0,1,1
3056,0,1,0,1,1
3057,0,1,0,1,1
3058,0,1,0,1,1
3059,0,0,0,1,1
3060,0,0,1,1,1
3061,0,1,1,1,1
3062,0,1,0,1,1
3063,0,0,0,1,1
3064,0,0,0,1,1
3065,0,0,0,1,1
3066,0,0,0,1,1
3067,0,1,0,1,1
3068,0,1,0,1,1
3069,0,1,0,1,1
3070,0,1,0,1,1
3071,0,1,0,1,1
3072,0,0,0,1,1
3073,1,1,0,1,1
3074,1,1,0,1,1
3075,0,1,0,1,1
3076,0,0,0,1,1
3077,1,0,0,1,1
3078,1,0,0,1,1
3079,0,0,0,1,1
3080,0,0,0,1,1
3081,0,0,1,1,1
3082,0,0,0,1,1
3083,0,1,0,1,1
3084,0,0,0,1,1
3085,0,1,0,1,1
3086,0,1,0,1,1
3087,0,1,0,1,1
3088,1,0,0,1,1
3089,1,0,0,1,1
3090,0,0,0,1,1
3091,1,0,0,1,1
3092,0,0,0,1,1
3093,0,0,0,1,1
3094,0,0,0,1,1
3095,0,1,1,1,1
3096,0,1,0,1,1
3097,0,0,0,1,1
3098,0,0,0,1,1
3099,0,1,0,1,1
3100,0,0,0,1,1
3101,0,1,0,1,1
3102,0,1,0,1,1
3103,0,1,0,1,1
3104,0,0,0,1,1
3105,0,1,0,1,1
3106,0,1,0,1,1
3107,0,1,0,1,1
3108,0,1,0,1,1
3109,0,1,0,1,1
3110,0,1,0,1,1
3111,0,1,0,1,1
3112,0,0,0,1,1
3113,0,0,1,1,1
3114,0,1,1,1,1
3115,0,1,0,1,1
3116,0,0,0,1,1
3117,0,0,0,1,1
3118,0,0,0,1,1
3119,0,0,0,1,1
3120,0,1,0,1,1
3121,0,1,0,1,1
3122,0,1,0,1,1
3123,0,1,0,1,1
3124,0,1,0,1,1
3125,1,0,0,1,1
3126,0,0,0,1,1
3127,1,0,0,1,1
3128,0,0,0,1,1
3129,1,0,0,1,1
3130,1,0,0,1,1
3131,0,0,0,1,1
3132,1,0,0,1,1
3133,0,0,0,1,1
3134,0,0,0,1,1
3135,0,0,1,1,1
3136,0,1,1,1,1
3137,0,1,0,1,1
3138,0,0,0,1,1
3139,0,0,0,1,1
3140,0,1,0,1,1
3141,0,0,0,1,1
3142,0,1,0,1,1
3143,0,1,0,1,1
3144,0,1,0,1,1
3145,0,0,0,1,1
3146,0,1,0,1,1
3147,0,1,0,1,1
3148,0,1,0,1,1
3149,0,1,0,1,1
3150,0,1,0,1,1
3151,0,1,0,1,1
3152,0,1,0,1,1
3153,0,0,0,1,1
3154,0,0,0,1,1
3155,0,1,0,1,1
3156,0,1,0,1,1
3157,0,0,0,1,1
3158,0,0,0,1,1
3159,0,0,0,1,1
3160,0,0,0,1,1
3161,0,1,0,1,1
3162,0,1,0,1,1
3163,0,1,0,1,1
3164,0,1,0,1,1
3165,0,1,0,1,1
3166,1,0,0,1,1
3167,0,0,0,1,1
3168,1,0,0,1,1
3169,0,0,0,1,1
3170,1,0,0,1,1
3171,1,0,0,1,1
3172,0,0,0,1,1
3173,1,0,0,1,1
3174,0,0,0,1,1
3175,0,0,0,1,1
3176,0,0,1,1,1
3177,0,1,1,1,1
3178,0,1,0,1,1
3179,0,0,0,1,1
3180,0,0,0,1,1
3181,0,1,0,1,1
3182,0,0,0,1,1
3183,0,1,0,1,1
3184,0,1,0,1,1
3185,0,1,0,1,1
3186,0,0,0,1,1
3187,0,1,0,1,1
3188,0,1,0,1,1
3189,0,1,0,1,1
3190,0,1,0,1,1
3191,0,1,0,1,1
3192,0,1,0,1,1
3193,0,1,0,1,1
3194,0,0,0,1,1
3195,0,0,0,1,1
3196,0,1,0,1,1
3197,0,1,0,1,1
3198,0,0,0,1,1
3199,0,0,0,1,1
3200,0,0,0,1,1
3201,0,0,0,1,1
3202,0,1,0,1,1
3203,0,1,0,1,1
3204,0,1,0,1,1
3205,0,1,0,1,1
3206,0,1,0,1,1
3207,0,0,0,1,1
3208,1,1,0,1,1
3209,1,1,0,1,1
3210,0,1,0,1,1
3211,1,0,0,1,1
3212,0,0,0,1,1
3213,0,0,0,1,1
3214,0,0,0,1,1
3215,0,1,0,1,1
3216,0,1,0,1,1
3217,0,0,0,1,1
3218,0,0,0,1,1
3219,0,1,0,1,1
3220,0,0,0,1,1
3221,0,1,0,1,1
3222,0,1,0,1,1
3223,0,1,0,1,1
3224,0,0,0,1,1
3225,0,1,0,1,1
3226,0,1,0,1,1
3227,0,1,0,1,1
3228,0,1,0,1,1
3229,0,1,0,1,1
3230,0,1,0,1,1
3231,0,1,0,1,1
3232,0,0,0,1,1
3233,0,0,0,1,1
3234,0,1,1,1,1
3235,0,1,0,1,1
3236,0,0,0,1,1
3237,0,0,0,1,1
3238,0,0,0,1,1
3239,0,0,0,1,1
3240,0,1,0,1,1
3241,0,1,0,1,1
3242,0,1,0,1,1
3243,0,1,0,1,1
3244,0,1,0,1,1
3245,1,0,0,1,1
3246,0,0,0,1,1
3247,1,0,0,1,1
3248,0,0,0,1,1
3249,1,1,0,1,1
3250,1,1,0,1,1
3251,0,1,0,1,1
3252,1,0,0,1,1
3253,0,0,0,1,1
3254,0,0,0,1,1
3255,0,0,1,1,1
3256,0,1,0,1,1
3257,0,1,0,1,1
3258,0,0,0,1,1
3259,0,0,0,1,1
3260,0,1,0,1,1
3261,0,0,0,1,1
3262,0,1,0,1,1
3263,0,1,0,1,1
3264,0,1,0,1,1
3265,0,0,0,1,1
3266,0,1,0,1,1
3267,0,1,0,1,1
3268,0,1,0,1,1
3269,0,1,0,1,1
3270,0,1,0,1,1
3271,0,1,0,1,1
3272,0,1,0,1,1
3273,0,0,0,1,1
3274,0,0,0,1,1
3275,0,1,0,1,1
3276,0,1,0,1,1
3277,0,0,0,1,1
3278,0,0,0,1,1
3279,0,0,0,1,1
3280,0,0,0,1,1
3281,0,1,0,1,1
3282,0,1,0,1,1
3283,0,1,0,1,1
3284,0,1,0,1,1
3285,0,1,0,1,1
3286,1,0,0,1,1
3287,0,0,0,1,1
3288,1,0,0,1,1
3289,0,0,0,1,1
3290,1,1,0,1,1
3291,1,1,0,1,1
3292,0,1,0,1,1
3293,0,0,0,1,1
3294,1,0,0,1,1
3295,1,0,0,1,1
3296,0,0,0,1,1
3297,0,0,0,1,1
3298,0,0,1,1,1
3299,0,0,0,1,1
